,answers,flickr_300k_url,flickr_original_url,image_classes,image_height,image_id,image_width,ocr_info,ocr_tokens,question,question_id,question_tokens,set_name
29412,"['coca cola ', '12:49', '1:54', '12:54', '12:55pm', '12:54', '1:45', 'unanswerable', '12:54', 'unanswerable']",https://c1.staticflickr.com/8/7397/10547414786_35910a57fe_z.jpg,https://farm1.staticflickr.com/7397/10547414786_f44a121fa5_o.jpg,"['Clock', 'Watch', 'Wall clock']",1024,ac71817a98529f20,1024,"[{'word': '10', 'bounding_box': {'top_left_x': 0.6384, 'top_left_y': 0.3728, 'width': 0.0128, 'height': 0.0096, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '09', 'bounding_box': {'top_left_x': 0.1952, 'top_left_y': 0.3664, 'width': 0.0096, 'height': 0.008, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '02', 'bounding_box': {'top_left_x': 0.5808, 'top_left_y': 0.4032, 'width': 0.016, 'height': 0.0112, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '04', 'bounding_box': {'top_left_x': 0.5856, 'top_left_y': 0.5936, 'width': 0.0144, 'height': 0.0112, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'Os', 'bounding_box': {'top_left_x': 0.5168, 'top_left_y': 0.6624, 'width': 0.0144, 'height': 0.0128, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'ITT', 'bounding_box': {'top_left_x': 0.7168, 'top_left_y': 0.672, 'width': -0.0736, 'height': -0.0192, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'So', 'bounding_box': {'top_left_x': 0.56, 'top_left_y': 0.2752, 'width': -0.0064, 'height': -0.0032, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '30', 'bounding_box': {'top_left_x': 0.4272, 'top_left_y': 0.752, 'width': 0.0, 'height': 0.0, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '06', 'bounding_box': {'top_left_x': 0.4272, 'top_left_y': 0.6912, 'width': 0.0, 'height': 0.0, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '00', 'bounding_box': {'top_left_x': 0.4304, 'top_left_y': 0.2384, 'width': 0.0, 'height': 0.0, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'LL', 'bounding_box': {'top_left_x': 0.3264, 'top_left_y': 0.328, 'width': 0.0048, 'height': 0.0048, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}]","['10', '09', '02', '04', 'Os', 'ITT', 'So', '30', '06', '00', 'LL']",what time is it?,29412,"['what', 'time', 'is', 'it']",train
29413,"['3:42', '3:42', '3:41', '3:41', '3:41', '3:40', '3:41', '3:42', '03:41', '3:42']",https://c5.staticflickr.com/8/7099/7169630025_daa44ae929_z.jpg,https://c7.staticflickr.com/8/7099/7169630025_fd886b9509_o.jpg,"['Clock', 'Wheel', 'Wall clock']",683,ad4b0bcdf50b0a7e,1024,"[{'word': '1/', 'bounding_box': {'top_left_x': 0.35625, 'top_left_y': 0.11007025761124122, 'width': 0.04375, 'height': 0.07728337236533958, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '12', 'bounding_box': {'top_left_x': 0.4390625, 'top_left_y': 0.08665105386416862, 'width': 0.0484375, 'height': 0.07494145199063232, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '10', 'bounding_box': {'top_left_x': 0.2890625, 'top_left_y': 0.2154566744730679, 'width': 0.0578125, 'height': 0.07259953161592506, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '2', 'bounding_box': {'top_left_x': 0.578125, 'top_left_y': 0.24355971896955503, 'width': 0.025, 'height': 0.06088992974238876, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '9', 'bounding_box': {'top_left_x': 0.28125, 'top_left_y': 0.36065573770491804, 'width': 0.025, 'height': 0.06088992974238876, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '3.', 'bounding_box': {'top_left_x': 0.575, 'top_left_y': 0.36533957845433257, 'width': 0.0640625, 'height': 0.0936768149882904, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '7', 'bounding_box': {'top_left_x': 0.353125, 'top_left_y': 0.6065573770491803, 'width': 0.0359375, 'height': 0.07494145199063232, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '6', 'bounding_box': {'top_left_x': 0.425, 'top_left_y': 0.6604215456674473, 'width': 0.0390625, 'height': 0.06791569086651054, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '5', 'bounding_box': {'top_left_x': 0.5078125, 'top_left_y': 0.6159250585480094, 'width': 0.040625, 'height': 0.0702576112412178, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'iNtrDco', 'bounding_box': {'top_left_x': 0.35625, 'top_left_y': 0.8313817330210773, 'width': 0.0796875, 'height': 0.01639344262295082, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'WEPRECOUSES0', 'bounding_box': {'top_left_x': 0.4421875, 'top_left_y': 0.8243559718969555, 'width': 0.0953125, 'height': 0.01873536299765808, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '4', 'bounding_box': {'top_left_x': 0.540625, 'top_left_y': 0.8220140515222483, 'width': 0.0171875, 'height': 0.01405152224824356, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'NsTER', 'bounding_box': {'top_left_x': 0.4296875, 'top_left_y': 0.8430913348946136, 'width': 0.046875, 'height': 0.01405152224824356, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'OF', 'bounding_box': {'top_left_x': 0.4875, 'top_left_y': 0.8407494145199064, 'width': 0.0125, 'height': 0.0117096018735363, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'WNBLINGTONCSCHOOL', 'bounding_box': {'top_left_x': 0.3515625, 'top_left_y': 0.8665105386416861, 'width': 0.1421875, 'height': 0.01873536299765808, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'IS211930', 'bounding_box': {'top_left_x': 0.5015625, 'top_left_y': 0.8594847775175644, 'width': 0.0453125, 'height': 0.0117096018735363, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'roREN', 'bounding_box': {'top_left_x': 0.3796875, 'top_left_y': 0.8852459016393442, 'width': 0.046875, 'height': 0.01405152224824356, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'Or', 'bounding_box': {'top_left_x': 0.4328125, 'top_left_y': 0.8875878220140515, 'width': 0.015625, 'height': 0.00702576112412178, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'PRECIATION', 'bounding_box': {'top_left_x': 0.4578125, 'top_left_y': 0.882903981264637, 'width': 0.08125, 'height': 0.0117096018735363, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'IROM', 'bounding_box': {'top_left_x': 0.3671875, 'top_left_y': 0.9016393442622951, 'width': 0.0359375, 'height': 0.01405152224824356, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'MANADERS.', 'bounding_box': {'top_left_x': 0.415625, 'top_left_y': 0.9016393442622951, 'width': 0.071875, 'height': 0.0117096018735363, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'STAFF', 'bounding_box': {'top_left_x': 0.49375, 'top_left_y': 0.8946135831381733, 'width': 0.034375, 'height': 0.01405152224824356, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'a', 'bounding_box': {'top_left_x': 0.36875, 'top_left_y': 0.9250585480093677, 'width': 0.0109375, 'height': 0.0117096018735363, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'SCHELARS', 'bounding_box': {'top_left_x': 0.3859375, 'top_left_y': 0.9227166276346604, 'width': 0.0578125, 'height': 0.01405152224824356, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'PAST', 'bounding_box': {'top_left_x': 0.4484375, 'top_left_y': 0.9110070257611241, 'width': 0.025, 'height': 0.01873536299765808, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'S', 'bounding_box': {'top_left_x': 0.4796875, 'top_left_y': 0.9086651053864169, 'width': 0.0046875, 'height': 0.01639344262295082, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'PerststC', 'bounding_box': {'top_left_x': 0.4890625, 'top_left_y': 0.9086651053864169, 'width': 0.0578125, 'height': 0.01639344262295082, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'CYO', 'bounding_box': {'top_left_x': 0.61875, 'top_left_y': 0.3770491803278688, 'width': -0.0015625, 'height': 0.0, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}]","['1/', '12', '10', '2', '9', '3.', '7', '6', '5', 'iNtrDco', 'WEPRECOUSES0', '4', 'NsTER', 'OF', 'WNBLINGTONCSCHOOL', 'IS211930', 'roREN', 'Or', 'PRECIATION', 'IROM', 'MANADERS.', 'STAFF', 'a', 'SCHELARS', 'PAST', 'S', 'PerststC', 'CYO']",what time can be seen on the clock?,29413,"['what', 'time', 'can', 'be', 'seen', 'on', 'the', 'clock']",train
29414,"['1:43', '11:43', '11:43', '11:43', '11:48', '11:43', '11:43', '11:45', '11:43', '11:43']",https://c3.staticflickr.com/9/8231/8594672031_3d1e15f244_z.jpg,https://c2.staticflickr.com/9/8231/8594672031_a9ab11dc98_o.jpg,"['Tower', 'Clock', 'Building', 'Window', 'Wall clock']",575,aff630d38eb37e89,1024,"[{'word': 'XII', 'bounding_box': {'top_left_x': 0.446875, 'top_left_y': 0.3138888888888889, 'width': 0.053125, 'height': 0.06111111111111111, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'XI', 'bounding_box': {'top_left_x': 0.3890625, 'top_left_y': 0.3527777777777778, 'width': 0.0515625, 'height': 0.06944444444444445, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'PARIS-ORLEANS', 'bounding_box': {'top_left_x': 0.3453125, 'top_left_y': 0.7916666666666666, 'width': 0.259375, 'height': 0.041666666666666664, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'ARR', 'bounding_box': {'top_left_x': 0.575, 'top_left_y': 0.8722222222222222, 'width': 0.04375, 'height': 0.022222222222222223, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'e', 'bounding_box': {'top_left_x': 0.7734375, 'top_left_y': 0.7583333333333333, 'width': 0.0, 'height': 0.0, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}]","['XII', 'XI', 'PARIS-ORLEANS', 'ARR', 'e']",whats the time on theclock?,29414,"['whats', 'the', 'time', 'on', 'theclock']",train
29415,"['3:36', '2:33', '2:34', '2:33', '2:33', '2:35', '2:32', '2:33', '3:33', '2:33']",https://c4.staticflickr.com/6/5121/5327703219_d1fb78fce9_z.jpg,https://farm7.staticflickr.com/5121/5327703219_71fc5624d7_o.jpg,"['Clock', 'Fashion accessory', 'Plant', 'Tree', 'Wall clock']",612,b145b75765fc0b36,1024,[],[],what time is it?,29415,"['what', 'time', 'is', 'it']",train
29416,"['vi', 'xi', '6', 'v', 'vi', 'vi', 'v', 'v', 'vi', 'vi']",https://c4.staticflickr.com/6/5121/5327703219_d1fb78fce9_z.jpg,https://farm7.staticflickr.com/5121/5327703219_71fc5624d7_o.jpg,"['Clock', 'Fashion accessory', 'Plant', 'Tree', 'Wall clock']",612,b145b75765fc0b36,1024,[],[],what roman number has the long hand just passed?,29416,"['what', 'roman', 'number', 'has', 'the', 'long', 'hand', 'just', 'passed']",train
29417,"['roman', 'roman', 'roman', 'roman', 'roman', 'roman', 'roman', 'i to xii', 'roman', 'roman']",https://c4.staticflickr.com/7/6052/6281746806_7f21d75c54_z.jpg,https://c6.staticflickr.com/7/6052/6281746806_4417875768_o.jpg,"['Clock', 'Wheel', 'Wall clock']",575,b19aa6093050e1fd,1024,[],[],what kind of numerals are the numbers on this clock?,29417,"['what', 'kind', 'of', 'numerals', 'are', 'the', 'numbers', 'on', 'this', 'clock']",train
29418,"['nov 11', 'sunday nov 11', 'nov 11', 'today', 'november 11', 'sunday november 11th', 'nov 11', 'november 11', 'sunday nov 11', 'nov 11']",https://c1.staticflickr.com/9/8059/8175065246_811ef80f01_z.jpg,https://c1.staticflickr.com/9/8059/8175065246_bbecfe042e_o.jpg,"['Human eye', 'House', 'Table', 'Human head', 'Tree', 'Clothing', 'Building', 'Furniture', 'Wall clock']",1024,b3ad4375e58cc988,1024,"[{'word': 'SUNDAY', 'bounding_box': {'top_left_x': 0.06535947712418301, 'top_left_y': 0.05718954248366013, 'width': 0.14215686274509803, 'height': 0.0457516339869281, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'NOV', 'bounding_box': {'top_left_x': 0.06535947712418301, 'top_left_y': 0.12418300653594772, 'width': 0.06209150326797386, 'height': 0.03594771241830065, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '11', 'bounding_box': {'top_left_x': 0.1437908496732026, 'top_left_y': 0.12418300653594772, 'width': 0.027777777777777776, 'height': 0.03758169934640523, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'TODAY', 'bounding_box': {'top_left_x': 0.10457516339869281, 'top_left_y': 0.5359477124183006, 'width': 0.12908496732026145, 'height': 0.04411764705882353, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '7:22', 'bounding_box': {'top_left_x': 0.17973856209150327, 'top_left_y': 0.6258169934640523, 'width': 0.09803921568627451, 'height': 0.05555555555555555, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '16:17', 'bounding_box': {'top_left_x': 0.06535947712418301, 'top_left_y': 0.6879084967320261, 'width': 0.22058823529411764, 'height': 0.058823529411764705, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'BURTON', 'bounding_box': {'top_left_x': 0.05718954248366013, 'top_left_y': 0.8415032679738562, 'width': 0.08333333333333333, 'height': 0.026143790849673203, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'UPON', 'bounding_box': {'top_left_x': 0.15522875816993464, 'top_left_y': 0.8431372549019608, 'width': 0.05392156862745098, 'height': 0.024509803921568627, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'TRENT', 'bounding_box': {'top_left_x': 0.22058823529411764, 'top_left_y': 0.8431372549019608, 'width': 0.06699346405228758, 'height': 0.024509803921568627, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'UNITED', 'bounding_box': {'top_left_x': 0.058823529411764705, 'top_left_y': 0.9101307189542484, 'width': 0.07516339869281045, 'height': 0.026143790849673203, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'KINGDOM', 'bounding_box': {'top_left_x': 0.14705882352941177, 'top_left_y': 0.9101307189542484, 'width': 0.10130718954248366, 'height': 0.027777777777777776, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'ex', 'bounding_box': {'top_left_x': 0.6258169934640523, 'top_left_y': 0.8529411764705882, 'width': 0.00980392156862745, 'height': 0.004901960784313725, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'A', 'bounding_box': {'top_left_x': 0.6388888888888888, 'top_left_y': 0.9035947712418301, 'width': 0.0032679738562091504, 'height': 0.004901960784313725, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}]","['SUNDAY', 'NOV', '11', 'TODAY', '7:22', '16:17', 'BURTON', 'UPON', 'TRENT', 'UNITED', 'KINGDOM', 'ex', 'A']",what date is the weather for?,29418,"['what', 'date', 'is', 'the', 'weather', 'for']",train
29419,"['6:31', '6:32', '6:32', '6:30', '6', '6:32', '6:32', '6:32', '6:32', '6:32']",https://c4.staticflickr.com/2/1115/1111960923_969bdaa24d_z.jpg,https://farm7.staticflickr.com/1115/1111960923_fd4e404f9a_o.jpg,"['Clock', 'Wall clock']",768,b43ecf6d0e2959f6,1024,"[{'word': '20', 'bounding_box': {'top_left_x': 0.3734375, 'top_left_y': 0.08333333333333333, 'width': 0.0359375, 'height': 0.027083333333333334, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '15', 'bounding_box': {'top_left_x': 0.3078125, 'top_left_y': 0.07708333333333334, 'width': 0.028125, 'height': 0.0375, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '10', 'bounding_box': {'top_left_x': 0.253125, 'top_left_y': 0.11041666666666666, 'width': 0.0171875, 'height': 0.029166666666666667, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '11', 'bounding_box': {'top_left_x': 0.234375, 'top_left_y': 0.34791666666666665, 'width': 0.0390625, 'height': 0.07083333333333333, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '12', 'bounding_box': {'top_left_x': 0.303125, 'top_left_y': 0.3333333333333333, 'width': 0.0375, 'height': 0.06041666666666667, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '1', 'bounding_box': {'top_left_x': 0.38125, 'top_left_y': 0.35208333333333336, 'width': 0.0109375, 'height': 0.06041666666666667, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '2', 'bounding_box': {'top_left_x': 0.4203125, 'top_left_y': 0.41458333333333336, 'width': 0.0375, 'height': 0.07291666666666667, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '7', 'bounding_box': {'top_left_x': 0.2703125, 'top_left_y': 0.6583333333333333, 'width': 0.01875, 'height': 0.05625, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '5', 'bounding_box': {'top_left_x': 0.36875, 'top_left_y': 0.6604166666666667, 'width': 0.0421875, 'height': 0.075, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '$6', 'bounding_box': {'top_left_x': 0.290625, 'top_left_y': 0.6729166666666667, 'width': 0.0625, 'height': 0.07708333333333334, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}]","['20', '15', '10', '11', '12', '1', '2', '7', '5', '$6']",what time does the clock say?,29419,"['what', 'time', 'does', 'the', 'clock', 'say']",train
29420,"['15', '1, 5, 10, 15, 20, 25, 29', '1 5 10 15 20 25', '1 5 10 15 20', '1, 5, 10, 15, 20, 25 and 29', '15', '1 5 10 15 20', '1 5 10 15 20 23 29', '1, 5, 10, 15, 20', '15']",https://c4.staticflickr.com/2/1115/1111960923_969bdaa24d_z.jpg,https://farm7.staticflickr.com/1115/1111960923_fd4e404f9a_o.jpg,"['Clock', 'Wall clock']",768,b43ecf6d0e2959f6,1024,"[{'word': '20', 'bounding_box': {'top_left_x': 0.3734375, 'top_left_y': 0.08333333333333333, 'width': 0.0359375, 'height': 0.027083333333333334, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '15', 'bounding_box': {'top_left_x': 0.3078125, 'top_left_y': 0.07708333333333334, 'width': 0.028125, 'height': 0.0375, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '10', 'bounding_box': {'top_left_x': 0.253125, 'top_left_y': 0.11041666666666666, 'width': 0.0171875, 'height': 0.029166666666666667, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '11', 'bounding_box': {'top_left_x': 0.234375, 'top_left_y': 0.34791666666666665, 'width': 0.0390625, 'height': 0.07083333333333333, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '12', 'bounding_box': {'top_left_x': 0.303125, 'top_left_y': 0.3333333333333333, 'width': 0.0375, 'height': 0.06041666666666667, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '1', 'bounding_box': {'top_left_x': 0.38125, 'top_left_y': 0.35208333333333336, 'width': 0.0109375, 'height': 0.06041666666666667, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '2', 'bounding_box': {'top_left_x': 0.4203125, 'top_left_y': 0.41458333333333336, 'width': 0.0375, 'height': 0.07291666666666667, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '7', 'bounding_box': {'top_left_x': 0.2703125, 'top_left_y': 0.6583333333333333, 'width': 0.01875, 'height': 0.05625, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '5', 'bounding_box': {'top_left_x': 0.36875, 'top_left_y': 0.6604166666666667, 'width': 0.0421875, 'height': 0.075, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '$6', 'bounding_box': {'top_left_x': 0.290625, 'top_left_y': 0.6729166666666667, 'width': 0.0625, 'height': 0.07708333333333334, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}]","['20', '15', '10', '11', '12', '1', '2', '7', '5', '$6']",what numbers are on the clock above the 12?,29420,"['what', 'numbers', 'are', 'on', 'the', 'clock', 'above', 'the', '12']",train
29421,"['hanko hango', 'hanka hango', 'hanko hango', 'hanko hango', 'hanko hango', 'hanko hango', 'hanko', 'hanko hango', 'hanko hango', 'hanko hango']",https://c3.staticflickr.com/3/2532/3675498141_7359fa1956_z.jpg,https://c6.staticflickr.com/3/2532/3675498141_5b33f6eda3_o.jpg,"['Clock', 'Fashion accessory', 'Building', 'Window', 'Watch', 'Wall clock']",685,b4466508098c3fdd,1024,"[{'word': 'HANKO', 'bounding_box': {'top_left_x': 0.17370892018779344, 'top_left_y': 0.4976635514018692, 'width': 0.37715179968701096, 'height': 0.1261682242990654, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'HANGO', 'bounding_box': {'top_left_x': 0.5837245696400626, 'top_left_y': 0.5607476635514018, 'width': 0.3458528951486698, 'height': 0.1261682242990654, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}]","['HANKO', 'HANGO']",who is the owner of the building?,29421,"['who', 'is', 'the', 'owner', 'of', 'the', 'building']",train
