,answers,flickr_300k_url,flickr_original_url,image_classes,image_height,image_id,image_width,ocr_info,ocr_tokens,question,question_id,question_tokens,set_name
23357,"['uscd', 'ucsd', 'ucsd', 'ucsd', 'ucsd', 'ucsd', 'ucsd', 'ucsb', 'ugsd', 'ucsd']",https://c8.staticflickr.com/8/7350/12282776645_a288107544_z.jpg,https://c7.staticflickr.com/8/7350/12282776645_a9480ebc3f_o.jpg,"['Person', 'Woman', 'Man', 'Sports equipment', 'Clothing', 'Sports uniform']",768,b3fd54f946b0bf7e,960,"[{'word': 'Sta', 'bounding_box': {'top_left_x': 0.56875, 'top_left_y': 0.546875, 'width': 0.0328125, 'height': 0.0078125, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}]",['Sta'],what school do they play for?,23357,"['what', 'school', 'do', 'they', 'play', 'for']",train
23358,"['22', '22', '22', '22', '33', '22', '33', '22', '33', '22']",https://c7.staticflickr.com/6/5165/5336909150_cb656e2b57_z.jpg,https://farm7.staticflickr.com/5165/5336909150_bc531fa396_o.jpg,"['Person', 'Woman', 'Girl', 'Sports equipment', 'Clothing', 'Footwear', 'Human face', 'Sports uniform']",680,b40454229fe8d7a6,1024,"[{'word': 'PTON', 'bounding_box': {'top_left_x': 0.3703125, 'top_left_y': 0.5176470588235295, 'width': 0.184375, 'height': 0.1011764705882353, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '13', 'bounding_box': {'top_left_x': 0.4203125, 'top_left_y': 0.6023529411764705, 'width': 0.1109375, 'height': 0.09411764705882353, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '(6', 'bounding_box': {'top_left_x': 0.2359375, 'top_left_y': 0.2235294117647059, 'width': 0.0015625, 'height': 0.002352941176470588, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}]","['PTON', '13', '(6']",what is the number on the red jersey?,23358,"['what', 'is', 'the', 'number', 'on', 'the', 'red', 'jersey']",train
23359,"['33', 'propaganda', '33', '33', '33', '33', '33', '23', '33', '33']",https://c7.staticflickr.com/6/5165/5336909150_cb656e2b57_z.jpg,https://farm7.staticflickr.com/5165/5336909150_bc531fa396_o.jpg,"['Person', 'Woman', 'Girl', 'Sports equipment', 'Clothing', 'Footwear', 'Human face', 'Sports uniform']",680,b40454229fe8d7a6,1024,"[{'word': 'PTON', 'bounding_box': {'top_left_x': 0.3703125, 'top_left_y': 0.5176470588235295, 'width': 0.184375, 'height': 0.1011764705882353, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '13', 'bounding_box': {'top_left_x': 0.4203125, 'top_left_y': 0.6023529411764705, 'width': 0.1109375, 'height': 0.09411764705882353, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '(6', 'bounding_box': {'top_left_x': 0.2359375, 'top_left_y': 0.2235294117647059, 'width': 0.0015625, 'height': 0.002352941176470588, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}]","['PTON', '13', '(6']",what is the number on the white jersey?,23359,"['what', 'is', 'the', 'number', 'on', 'the', 'white', 'jersey']",train
23360,"['world series', 'world series', 'world series', 'world series', 'world series', 'world', 'world series', 'world', 'world series', 'world series']",https://c6.staticflickr.com/5/4085/5143835185_2a436cf653_z.jpg,https://c8.staticflickr.com/5/4085/5143835185_3acf22800d_o.jpg,"['Person', 'Woman', 'Man', 'Girl', 'Clothing', 'Footwear', 'Sports uniform']",1024,b4138fc6dc74b25f,765,"[{'word': 'WORLD', 'bounding_box': {'top_left_x': 0.7803347280334728, 'top_left_y': 0.38341158059467917, 'width': 0.06485355648535565, 'height': 0.012519561815336464, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'SERIES', 'bounding_box': {'top_left_x': 0.8514644351464435, 'top_left_y': 0.39906103286384975, 'width': 0.056485355648535567, 'height': 0.014084507042253521, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'CHAMPIONS', 'bounding_box': {'top_left_x': 0.7489539748953975, 'top_left_y': 0.39280125195618154, 'width': 0.17154811715481172, 'height': 0.02190923317683881, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '5', 'bounding_box': {'top_left_x': 0.20502092050209206, 'top_left_y': 0.37245696400625977, 'width': 0.029288702928870293, 'height': 0.014084507042253521, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'Sn', 'bounding_box': {'top_left_x': 0.7489539748953975, 'top_left_y': 0.5023474178403756, 'width': 0.03138075313807531, 'height': 0.009389671361502348, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'roncere', 'bounding_box': {'top_left_x': 0.7866108786610879, 'top_left_y': 0.5164319248826291, 'width': 0.0502092050209205, 'height': 0.010954616588419406, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'rgnts', 'bounding_box': {'top_left_x': 0.8514644351464435, 'top_left_y': 0.5258215962441315, 'width': 0.04184100418410042, 'height': 0.010954616588419406, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'BIAN', 'bounding_box': {'top_left_x': 0.4476987447698745, 'top_left_y': 0.48982785602503914, 'width': 0.16317991631799164, 'height': 0.06259780907668232, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'FREAK', 'bounding_box': {'top_left_x': 0.016736401673640166, 'top_left_y': 0.8294209702660407, 'width': 0.5481171548117155, 'height': 0.14084507042253522, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}]","['WORLD', 'SERIES', 'CHAMPIONS', '5', 'Sn', 'roncere', 'rgnts', 'BIAN', 'FREAK']",what series are they champions of?,23360,"['what', 'series', 'are', 'they', 'champions', 'of']",train
23361,"['freak yeah', 'freak yeah!', 'freak yeah!', 'freak yeah!', 'freak yeah!', 'freak yeah', 'freak yeah', 'freak yeah', 'freak yeah', 'freak yeah!']",https://c6.staticflickr.com/5/4085/5143835185_2a436cf653_z.jpg,https://c8.staticflickr.com/5/4085/5143835185_3acf22800d_o.jpg,"['Person', 'Woman', 'Man', 'Girl', 'Clothing', 'Footwear', 'Sports uniform']",1024,b4138fc6dc74b25f,765,"[{'word': 'WORLD', 'bounding_box': {'top_left_x': 0.7803347280334728, 'top_left_y': 0.38341158059467917, 'width': 0.06485355648535565, 'height': 0.012519561815336464, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'SERIES', 'bounding_box': {'top_left_x': 0.8514644351464435, 'top_left_y': 0.39906103286384975, 'width': 0.056485355648535567, 'height': 0.014084507042253521, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'CHAMPIONS', 'bounding_box': {'top_left_x': 0.7489539748953975, 'top_left_y': 0.39280125195618154, 'width': 0.17154811715481172, 'height': 0.02190923317683881, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '5', 'bounding_box': {'top_left_x': 0.20502092050209206, 'top_left_y': 0.37245696400625977, 'width': 0.029288702928870293, 'height': 0.014084507042253521, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'Sn', 'bounding_box': {'top_left_x': 0.7489539748953975, 'top_left_y': 0.5023474178403756, 'width': 0.03138075313807531, 'height': 0.009389671361502348, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'roncere', 'bounding_box': {'top_left_x': 0.7866108786610879, 'top_left_y': 0.5164319248826291, 'width': 0.0502092050209205, 'height': 0.010954616588419406, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'rgnts', 'bounding_box': {'top_left_x': 0.8514644351464435, 'top_left_y': 0.5258215962441315, 'width': 0.04184100418410042, 'height': 0.010954616588419406, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'BIAN', 'bounding_box': {'top_left_x': 0.4476987447698745, 'top_left_y': 0.48982785602503914, 'width': 0.16317991631799164, 'height': 0.06259780907668232, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'FREAK', 'bounding_box': {'top_left_x': 0.016736401673640166, 'top_left_y': 0.8294209702660407, 'width': 0.5481171548117155, 'height': 0.14084507042253522, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}]","['WORLD', 'SERIES', 'CHAMPIONS', '5', 'Sn', 'roncere', 'rgnts', 'BIAN', 'FREAK']",what does the sign on the left say?,23361,"['what', 'does', 'the', 'sign', 'on', 'the', 'left', 'say']",train
23362,"['renee', 'renee', 'renee', 'renee', 'renee', 'renee', 'renee', 'renee', 'renee', 'renee']",https://c2.staticflickr.com/3/2750/4065654787_1a92a692f0_z.jpg,https://farm2.staticflickr.com/2750/4065654787_2ccbd11fbd_o.jpg,"['Sunglasses', 'Person', 'Woman', 'Man', 'Girl', 'Clothing', 'Human face', 'Sports uniform']",681,b45d1f14b1d7c6f1,1024,"[{'word': 'GILBERTS', 'bounding_box': {'top_left_x': 0.303125, 'top_left_y': 0.6784037558685446, 'width': 0.1, 'height': 0.023474178403755867, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'GAZELLES', 'bounding_box': {'top_left_x': 0.2578125, 'top_left_y': 0.6971830985915493, 'width': 0.190625, 'height': 0.04929577464788732, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'RENEE', 'bounding_box': {'top_left_x': 0.528125, 'top_left_y': 0.7699530516431925, 'width': 0.196875, 'height': 0.10328638497652583, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'AUSTIN,', 'bounding_box': {'top_left_x': 0.3, 'top_left_y': 0.7652582159624414, 'width': 0.053125, 'height': 0.018779342723004695, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'TEXAS', 'bounding_box': {'top_left_x': 0.359375, 'top_left_y': 0.7723004694835681, 'width': 0.0421875, 'height': 0.014084507042253521, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': ""GILBERT'S"", 'bounding_box': {'top_left_x': 0.5828125, 'top_left_y': 0.9366197183098591, 'width': 0.1, 'height': 0.03286384976525822, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'AZELLES', 'bounding_box': {'top_left_x': 0.5640625, 'top_left_y': 0.9647887323943662, 'width': 0.159375, 'height': 0.03051643192488263, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}]","['GILBERTS', 'GAZELLES', 'RENEE', 'AUSTIN,', 'TEXAS', ""GILBERT'S"", 'AZELLES']",what is the woman's name on the shirt?,23362,"['what', 'is', 'the', 'woman', ""'"", 's', 'name', 'on', 'the', 'shirt']",train
23363,"[""gilbert's gazelles"", ""gilbert's gazelles"", ""gilbert's gazelles"", ""gilbert's gazelles"", ""gilbert's gazelles"", ""gilbert's gazelles"", 'unanswerable', ""gilbert's gazelles"", 'gilberts gazelles', ""gilbert's gazelles""]",https://c2.staticflickr.com/3/2750/4065654787_1a92a692f0_z.jpg,https://farm2.staticflickr.com/2750/4065654787_2ccbd11fbd_o.jpg,"['Sunglasses', 'Person', 'Woman', 'Man', 'Girl', 'Clothing', 'Human face', 'Sports uniform']",681,b45d1f14b1d7c6f1,1024,"[{'word': 'GILBERTS', 'bounding_box': {'top_left_x': 0.303125, 'top_left_y': 0.6784037558685446, 'width': 0.1, 'height': 0.023474178403755867, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'GAZELLES', 'bounding_box': {'top_left_x': 0.2578125, 'top_left_y': 0.6971830985915493, 'width': 0.190625, 'height': 0.04929577464788732, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'RENEE', 'bounding_box': {'top_left_x': 0.528125, 'top_left_y': 0.7699530516431925, 'width': 0.196875, 'height': 0.10328638497652583, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'AUSTIN,', 'bounding_box': {'top_left_x': 0.3, 'top_left_y': 0.7652582159624414, 'width': 0.053125, 'height': 0.018779342723004695, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'TEXAS', 'bounding_box': {'top_left_x': 0.359375, 'top_left_y': 0.7723004694835681, 'width': 0.0421875, 'height': 0.014084507042253521, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': ""GILBERT'S"", 'bounding_box': {'top_left_x': 0.5828125, 'top_left_y': 0.9366197183098591, 'width': 0.1, 'height': 0.03286384976525822, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'AZELLES', 'bounding_box': {'top_left_x': 0.5640625, 'top_left_y': 0.9647887323943662, 'width': 0.159375, 'height': 0.03051643192488263, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}]","['GILBERTS', 'GAZELLES', 'RENEE', 'AUSTIN,', 'TEXAS', ""GILBERT'S"", 'AZELLES']",what brand of shirt is the left womens?,23363,"['what', 'brand', 'of', 'shirt', 'is', 'the', 'left', 'womens']",train
23364,"['hell', 'hell', 'hell', 'hell', 'hell', 'hell', 'hell', 'hell', 'hell', 'hell']",https://c1.staticflickr.com/5/4105/5013022837_d35e0419be_z.jpg,https://c6.staticflickr.com/5/4105/5013022837_ab90af0945_o.jpg,"['Billboard', 'Tree', 'Clothing', 'Sports uniform']",768,b46abfc711074f2d,1024,"[{'word': 'HELL', 'bounding_box': {'top_left_x': 0.5734375, 'top_left_y': 0.6291666666666667, 'width': 0.15625, 'height': 0.10416666666666667, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'IS', 'bounding_box': {'top_left_x': 0.740625, 'top_left_y': 0.60625, 'width': 0.0609375, 'height': 0.10416666666666667, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'REAL', 'bounding_box': {'top_left_x': 0.6125, 'top_left_y': 0.7395833333333334, 'width': 0.178125, 'height': 0.09791666666666667, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}]","['HELL', 'IS', 'REAL']",what is real according to the sign?,23364,"['what', 'is', 'real', 'according', 'to', 'the', 'sign']",train
23365,"['hell', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",https://c1.staticflickr.com/5/4105/5013022837_d35e0419be_z.jpg,https://c6.staticflickr.com/5/4105/5013022837_ab90af0945_o.jpg,"['Billboard', 'Tree', 'Clothing', 'Sports uniform']",768,b46abfc711074f2d,1024,"[{'word': 'HELL', 'bounding_box': {'top_left_x': 0.5734375, 'top_left_y': 0.6291666666666667, 'width': 0.15625, 'height': 0.10416666666666667, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'IS', 'bounding_box': {'top_left_x': 0.740625, 'top_left_y': 0.60625, 'width': 0.0609375, 'height': 0.10416666666666667, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'REAL', 'bounding_box': {'top_left_x': 0.6125, 'top_left_y': 0.7395833333333334, 'width': 0.178125, 'height': 0.09791666666666667, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}]","['HELL', 'IS', 'REAL']",does this sign think hell is real?,23365,"['does', 'this', 'sign', 'think', 'hell', 'is', 'real']",train
23366,"['army', 'army', 'army', 'army', 'army', 'army', 'army', 'army', 'army', 'army']",https://c1.staticflickr.com/6/5126/5246856761_2a6792132e_z.jpg,https://farm6.staticflickr.com/5126/5246856761_f85e92446b_o.jpg,"['Horse', 'Person', 'Drum', 'Man', 'Clothing', 'Footwear', 'Sports uniform']",1024,b47a6f88ba073095,865,"[{'word': 'EST', 'bounding_box': {'top_left_x': 0.8613678373382625, 'top_left_y': 0.3859375, 'width': 0.09611829944547134, 'height': 0.06875, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'P', 'bounding_box': {'top_left_x': 0.9630314232902033, 'top_left_y': 0.3609375, 'width': 0.014787430683918669, 'height': 0.0578125, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'ARMY', 'bounding_box': {'top_left_x': 0.3512014787430684, 'top_left_y': 0.91875, 'width': 0.09611829944547134, 'height': 0.0265625, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'DO', 'bounding_box': {'top_left_x': 0.031423290203327174, 'top_left_y': 0.4765625, 'width': 0.024029574861367836, 'height': 0.0140625, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'ARMYE', 'bounding_box': {'top_left_x': 0.059149722735674676, 'top_left_y': 0.515625, 'width': 0.04066543438077634, 'height': 0.0140625, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}]","['EST', 'P', 'ARMY', 'DO', 'ARMYE']",what is written on the donkey's shorts?,23366,"['what', 'is', 'written', 'on', 'the', 'donkey', ""'"", 's', 'shorts']",train
