,answers,flickr_300k_url,flickr_original_url,image_classes,image_height,image_id,image_width,ocr_info,ocr_tokens,question,question_id,question_tokens,set_name
33737,"['9:00', '3:30', '3:31', '3:30', '3:30', '3:30', '03:30', '9:00', '3:31', '3:30']",https://c4.staticflickr.com/1/309/18031689583_6c32aba41a_z.jpg,https://farm6.staticflickr.com/309/18031689583_e7ae628c66_o.jpg,"['Clock', 'Fashion accessory', 'Watch']",681,f55e014f3c5e11b5,1024,"[{'word': 'TOURBY', 'bounding_box': {'top_left_x': 0.1064453125, 'top_left_y': 0.20851688693098386, 'width': 0.2900390625, 'height': 0.06607929515418502, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'WATCHES', 'bounding_box': {'top_left_x': 0.048828125, 'top_left_y': 0.23788546255506607, 'width': 0.3818359375, 'height': 0.10719530102790015, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'HAGEN', 'bounding_box': {'top_left_x': 0.0947265625, 'top_left_y': 0.3509544787077827, 'width': 0.10546875, 'height': 0.039647577092511016, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'IN', 'bounding_box': {'top_left_x': 0.208984375, 'top_left_y': 0.35389133627019087, 'width': 0.02734375, 'height': 0.02936857562408223, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'VESTFALEN', 'bounding_box': {'top_left_x': 0.2431640625, 'top_left_y': 0.34508076358296624, 'width': 0.1845703125, 'height': 0.03524229074889868, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'MADE', 'bounding_box': {'top_left_x': 0.1259765625, 'top_left_y': 0.4067547723935389, 'width': 0.083984375, 'height': 0.02936857562408223, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'IN', 'bounding_box': {'top_left_x': 0.2216796875, 'top_left_y': 0.40381791483113066, 'width': 0.025390625, 'height': 0.024963289280469897, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'GERMANY', 'bounding_box': {'top_left_x': 0.2587890625, 'top_left_y': 0.39941262848751835, 'width': 0.1455078125, 'height': 0.02643171806167401, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}]","['TOURBY', 'WATCHES', 'HAGEN', 'IN', 'VESTFALEN', 'MADE', 'IN', 'GERMANY']",what time is it on the watch?,33737,"['what', 'time', 'is', 'it', 'on', 'the', 'watch']",train
33738,"['germany', 'germany', 'germany', 'germany', 'germany', 'germany', 'germany', 'germany', 'germany', 'germany']",https://c4.staticflickr.com/1/309/18031689583_6c32aba41a_z.jpg,https://farm6.staticflickr.com/309/18031689583_e7ae628c66_o.jpg,"['Clock', 'Fashion accessory', 'Watch']",681,f55e014f3c5e11b5,1024,"[{'word': 'TOURBY', 'bounding_box': {'top_left_x': 0.1064453125, 'top_left_y': 0.20851688693098386, 'width': 0.2900390625, 'height': 0.06607929515418502, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'WATCHES', 'bounding_box': {'top_left_x': 0.048828125, 'top_left_y': 0.23788546255506607, 'width': 0.3818359375, 'height': 0.10719530102790015, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'HAGEN', 'bounding_box': {'top_left_x': 0.0947265625, 'top_left_y': 0.3509544787077827, 'width': 0.10546875, 'height': 0.039647577092511016, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'IN', 'bounding_box': {'top_left_x': 0.208984375, 'top_left_y': 0.35389133627019087, 'width': 0.02734375, 'height': 0.02936857562408223, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'VESTFALEN', 'bounding_box': {'top_left_x': 0.2431640625, 'top_left_y': 0.34508076358296624, 'width': 0.1845703125, 'height': 0.03524229074889868, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'MADE', 'bounding_box': {'top_left_x': 0.1259765625, 'top_left_y': 0.4067547723935389, 'width': 0.083984375, 'height': 0.02936857562408223, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'IN', 'bounding_box': {'top_left_x': 0.2216796875, 'top_left_y': 0.40381791483113066, 'width': 0.025390625, 'height': 0.024963289280469897, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'GERMANY', 'bounding_box': {'top_left_x': 0.2587890625, 'top_left_y': 0.39941262848751835, 'width': 0.1455078125, 'height': 0.02643171806167401, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}]","['TOURBY', 'WATCHES', 'HAGEN', 'IN', 'VESTFALEN', 'MADE', 'IN', 'GERMANY']",what country are these watchs made in?,33738,"['what', 'country', 'are', 'these', 'watchs', 'made', 'in']",train
33739,"['yes', 'yes', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'yes', 'yes', 'answering does not require reading text in the image', 'answering does not require reading text in the image', 'yes']",https://c1.staticflickr.com/3/2843/13423720033_d257a55bd4_z.jpg,https://farm3.staticflickr.com/2843/13423720033_3523d9fece_o.jpg,"['Clock', 'Watch']",681,5621a786b2621c62,1024,"[{'word': 'UNITS', 'bounding_box': {'top_left_x': 0.5810546875, 'top_left_y': 0.17180616740088106, 'width': 0.04296875, 'height': 0.022026431718061675, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'PER', 'bounding_box': {'top_left_x': 0.62890625, 'top_left_y': 0.20704845814977973, 'width': 0.029296875, 'height': 0.020558002936857563, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '60', 'bounding_box': {'top_left_x': 0.533203125, 'top_left_y': 0.17914831130690162, 'width': 0.0205078125, 'height': 0.022026431718061675, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'HOUR', 'bounding_box': {'top_left_x': 0.5966796875, 'top_left_y': 0.20998531571218795, 'width': 0.0361328125, 'height': 0.016152716593245228, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '500', 'bounding_box': {'top_left_x': 0.6552734375, 'top_left_y': 0.2701908957415565, 'width': 0.0341796875, 'height': 0.030837004405286344, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'tunisulnlunnlmshnls', 'bounding_box': {'top_left_x': 0.478515625, 'top_left_y': 0.2922173274596182, 'width': 0.1279296875, 'height': 0.010279001468428781, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'slal', 'bounding_box': {'top_left_x': 0.62109375, 'top_left_y': 0.3201174743024963, 'width': 0.01953125, 'height': 0.00881057268722467, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '20ALLI', 'bounding_box': {'top_left_x': 0.359375, 'top_left_y': 0.2907488986784141, 'width': 0.0810546875, 'height': 0.04405286343612335, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '400', 'bounding_box': {'top_left_x': 0.677734375, 'top_left_y': 0.3039647577092511, 'width': 0.033203125, 'height': 0.032305433186490456, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'S0', 'bounding_box': {'top_left_x': 0.3916015625, 'top_left_y': 0.3788546255506608, 'width': 0.021484375, 'height': 0.014684287812041116, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '300', 'bounding_box': {'top_left_x': 0.7080078125, 'top_left_y': 0.3876651982378855, 'width': 0.0341796875, 'height': 0.027900146842878122, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '75', 'bounding_box': {'top_left_x': 0.326171875, 'top_left_y': 0.3788546255506608, 'width': 0.025390625, 'height': 0.027900146842878122, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'TU', 'bounding_box': {'top_left_x': 0.5068359375, 'top_left_y': 0.38472834067547723, 'width': 0.0244140625, 'height': 0.016152716593245228, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'OYST', 'bounding_box': {'top_left_x': 0.501953125, 'top_left_y': 0.4052863436123348, 'width': 0.0283203125, 'height': 0.014684287812041116, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'R', 'bounding_box': {'top_left_x': 0.546875, 'top_left_y': 0.3876651982378855, 'width': 0.0205078125, 'height': 0.016152716593245228, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'ATE', 'bounding_box': {'top_left_x': 0.5537109375, 'top_left_y': 0.4067547723935389, 'width': 0.0205078125, 'height': 0.013215859030837005, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '250', 'bounding_box': {'top_left_x': 0.7158203125, 'top_left_y': 0.447870778267254, 'width': 0.033203125, 'height': 0.027900146842878122, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '60', 'bounding_box': {'top_left_x': 0.4375, 'top_left_y': 0.44640234948604995, 'width': 0.0166015625, 'height': 0.014684287812041116, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '80', 'bounding_box': {'top_left_x': 0.3154296875, 'top_left_y': 0.47430249632892807, 'width': 0.0263671875, 'height': 0.024963289280469897, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '225', 'bounding_box': {'top_left_x': 0.7041015625, 'top_left_y': 0.4933920704845815, 'width': 0.0458984375, 'height': 0.027900146842878122, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '40', 'bounding_box': {'top_left_x': 0.4150390625, 'top_left_y': 0.4977973568281938, 'width': 0.03125, 'height': 0.014684287812041116, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '20', 'bounding_box': {'top_left_x': 0.4521484375, 'top_left_y': 0.5007342143906021, 'width': 0.0185546875, 'height': 0.013215859030837005, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '200', 'bounding_box': {'top_left_x': 0.7177734375, 'top_left_y': 0.5580029368575624, 'width': 0.0283203125, 'height': 0.024963289280469897, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '190', 'bounding_box': {'top_left_x': 0.7060546875, 'top_left_y': 0.5961820851688693, 'width': 0.03125, 'height': 0.023494860499265784, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '852', 'bounding_box': {'top_left_x': 0.3271484375, 'top_left_y': 0.5580029368575624, 'width': 0.03125, 'height': 0.023494860499265784, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '180', 'bounding_box': {'top_left_x': 0.6943359375, 'top_left_y': 0.6328928046989721, 'width': 0.03125, 'height': 0.02643171806167401, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '$170', 'bounding_box': {'top_left_x': 0.6708984375, 'top_left_y': 0.6622613803230544, 'width': 0.041015625, 'height': 0.027900146842878122, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '160', 'bounding_box': {'top_left_x': 0.6650390625, 'top_left_y': 0.7004405286343612, 'width': 0.02734375, 'height': 0.022026431718061675, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '90', 'bounding_box': {'top_left_x': 0.3447265625, 'top_left_y': 0.6270190895741556, 'width': 0.015625, 'height': 0.022026431718061675, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'T', 'bounding_box': {'top_left_x': 0.4794921875, 'top_left_y': 0.7092511013215859, 'width': 0.0029296875, 'height': 0.010279001468428781, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'SWISS', 'bounding_box': {'top_left_x': 0.48828125, 'top_left_y': 0.7151248164464024, 'width': 0.0205078125, 'height': 0.011747430249632892, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'C', 'bounding_box': {'top_left_x': 0.521484375, 'top_left_y': 0.7224669603524229, 'width': 0.0, 'height': 0.011747430249632892, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'MADE', 'bounding_box': {'top_left_x': 0.541015625, 'top_left_y': 0.7224669603524229, 'width': 0.0205078125, 'height': 0.011747430249632892, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'T', 'bounding_box': {'top_left_x': 0.5712890625, 'top_left_y': 0.7209985315712188, 'width': 0.0009765625, 'height': 0.011747430249632892, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '100', 'bounding_box': {'top_left_x': 0.3984375, 'top_left_y': 0.7151248164464024, 'width': 0.02734375, 'height': 0.02643171806167401, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '130', 'bounding_box': {'top_left_x': 0.5673828125, 'top_left_y': 0.7841409691629956, 'width': 0.0224609375, 'height': 0.027900146842878122, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '190', 'bounding_box': {'top_left_x': 0.607421875, 'top_left_y': 0.7650513950073421, 'width': 0.0234375, 'height': 0.02643171806167401, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '120', 'bounding_box': {'top_left_x': 0.51953125, 'top_left_y': 0.7856093979441997, 'width': 0.0224609375, 'height': 0.030837004405286344, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'dernhudormbn', 'bounding_box': {'top_left_x': 0.6796875, 'top_left_y': 0.4052863436123348, 'width': 0.005859375, 'height': 0.002936857562408223, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'iumlin', 'bounding_box': {'top_left_x': 0.6845703125, 'top_left_y': 0.5227606461086637, 'width': -0.00390625, 'height': -0.002936857562408223, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '26', 'bounding_box': {'top_left_x': 0.546875, 'top_left_y': 0.6651982378854625, 'width': -0.0009765625, 'height': -0.0014684287812041115, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}]","['UNITS', 'PER', '60', 'HOUR', '500', 'tunisulnlunnlmshnls', 'slal', '20ALLI', '400', 'S0', '300', '75', 'TU', 'OYST', 'R', 'ATE', '250', '60', '80', '225', '40', '20', '200', '190', '852', '180', '$170', '160', '90', 'T', 'SWISS', 'C', 'MADE', 'T', '100', '130', '190', '120', 'dernhudormbn', 'iumlin', '26']",this a hand watch?,33739,"['this', 'a', 'hand', 'watch']",train
33740,"['fossil', 'fossil', 'fossil', 'fossile', 'fossil', 'fossil', 'fossil', 'fossil', 'fossil', 'fossil']",https://c6.staticflickr.com/8/7208/6865364641_e4565aa24a_z.jpg,https://c7.staticflickr.com/8/7208/6865364641_d3fc6d0e22_o.jpg,['Watch'],616,0c6723de28eb370e,1024,"[{'word': 'FOSSIL', 'bounding_box': {'top_left_x': 0.6171875, 'top_left_y': 0.5818181818181818, 'width': 0.05, 'height': 0.02077922077922078, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}]",['FOSSIL'],what brand is the watch?,33740,"['what', 'brand', 'is', 'the', 'watch']",train
33741,"['6:05', '6: 02', '6.03', '12:30', '6 o clock ', '6:03', 'answering does not require reading text in the image', '6:03', '6:03', 'answering does not require reading text in the image']",https://c6.staticflickr.com/8/7208/6865364641_e4565aa24a_z.jpg,https://c7.staticflickr.com/8/7208/6865364641_d3fc6d0e22_o.jpg,['Watch'],616,0c6723de28eb370e,1024,"[{'word': 'FOSSIL', 'bounding_box': {'top_left_x': 0.6171875, 'top_left_y': 0.5818181818181818, 'width': 0.05, 'height': 0.02077922077922078, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}]",['FOSSIL'],what is the time displayed on the watch?,33741,"['what', 'is', 'the', 'time', 'displayed', 'on', 'the', 'watch']",train
33742,"['yes', 'yes', 'yes', 'yes', 'yes ', 'yes', 'yes', 'yes', 'yes', 'yes']",https://c5.staticflickr.com/1/89/237739925_3560991904_z.jpg,https://c5.staticflickr.com/1/89/237739925_3560991904_o.jpg,['Watch'],768,46359d53c9f7336c,1024,"[{'word': 'JATER', 'bounding_box': {'top_left_x': 0.296875, 'top_left_y': 0.32083333333333336, 'width': 0.1515625, 'height': 0.04791666666666667, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'RES/STANTOM', 'bounding_box': {'top_left_x': 0.5140625, 'top_left_y': 0.07916666666666666, 'width': 0.45, 'height': 0.04791666666666667, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'elas', 'bounding_box': {'top_left_x': 0.7890625, 'top_left_y': 0.60625, 'width': -0.4, 'height': -0.22291666666666668, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}]","['JATER', 'RES/STANTOM', 'elas']",is this water resistant?,33742,"['is', 'this', 'water', 'resistant']",train
33743,"['esprit', 'esprit', 'not a question', 'unanswerable', 'esprit', 'esprit', 'esprit', 'unanswerable', 'espirit', 'unanswerable']",https://c5.staticflickr.com/1/89/237739925_3560991904_z.jpg,https://c5.staticflickr.com/1/89/237739925_3560991904_o.jpg,['Watch'],768,46359d53c9f7336c,1024,"[{'word': 'JATER', 'bounding_box': {'top_left_x': 0.296875, 'top_left_y': 0.32083333333333336, 'width': 0.1515625, 'height': 0.04791666666666667, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'RES/STANTOM', 'bounding_box': {'top_left_x': 0.5140625, 'top_left_y': 0.07916666666666666, 'width': 0.45, 'height': 0.04791666666666667, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'elas', 'bounding_box': {'top_left_x': 0.7890625, 'top_left_y': 0.60625, 'width': -0.4, 'height': -0.22291666666666668, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}]","['JATER', 'RES/STANTOM', 'elas']",in what word it is typing?,33743,"['in', 'what', 'word', 'it', 'is', 'typing']",train
33744,"['1000', '12', '12', '12 ', '12', '12', '1000', '12', '12', '12']",https://c1.staticflickr.com/9/8822/17310764391_a38dd8e821_z.jpg,https://farm5.staticflickr.com/8822/17310764391_9b07f6c0c5_o.jpg,"['Clock', 'Fashion accessory', 'Watch']",576,4b73da75049f4f84,1024,"[{'word': '12', 'bounding_box': {'top_left_x': 0.4453125, 'top_left_y': 0.2361111111111111, 'width': 0.0984375, 'height': 0.09166666666666666, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'LUMINOR', 'bounding_box': {'top_left_x': 0.471875, 'top_left_y': 0.3527777777777778, 'width': 0.090625, 'height': 0.019444444444444445, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'PANERA', 'bounding_box': {'top_left_x': 0.4703125, 'top_left_y': 0.37777777777777777, 'width': 0.0875, 'height': 0.025, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '1000', 'bounding_box': {'top_left_x': 0.496875, 'top_left_y': 0.4027777777777778, 'width': 0.0453125, 'height': 0.025, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '|59111|||l', 'bounding_box': {'top_left_x': 0.35625, 'top_left_y': 0.3638888888888889, 'width': 0.146875, 'height': 0.03611111111111111, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'Greng', 'bounding_box': {'top_left_x': 0.5296875, 'top_left_y': 0.5444444444444444, 'width': 0.0375, 'height': 0.022222222222222223, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'eaomer', 'bounding_box': {'top_left_x': 0.471875, 'top_left_y': 0.5888888888888889, 'width': 0.0453125, 'height': 0.013888888888888888, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '0', 'bounding_box': {'top_left_x': 0.3796875, 'top_left_y': 0.6277777777777778, 'width': 0.0125, 'height': 0.019444444444444445, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'LI301', 'bounding_box': {'top_left_x': 0.471875, 'top_left_y': 0.7555555555555555, 'width': 0.078125, 'height': 0.04722222222222222, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '29', 'bounding_box': {'top_left_x': 0.784375, 'top_left_y': 0.8583333333333333, 'width': 0.028125, 'height': 0.041666666666666664, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '04', 'bounding_box': {'top_left_x': 0.828125, 'top_left_y': 0.8583333333333333, 'width': 0.0296875, 'height': 0.041666666666666664, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '2015', 'bounding_box': {'top_left_x': 0.875, 'top_left_y': 0.8583333333333333, 'width': 0.0578125, 'height': 0.041666666666666664, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}]","['12', 'LUMINOR', 'PANERA', '1000', '|59111|||l', 'Greng', 'eaomer', '0', 'LI301', '29', '04', '2015']",what is the number on the watch?,33744,"['what', 'is', 'the', 'number', 'on', 'the', 'watch']",train
33745,"['answering does not require reading text in the image', '12', '12', '12', '12', '12', '10', '10', '10', '12']",https://c1.staticflickr.com/9/8822/17310764391_a38dd8e821_z.jpg,https://farm5.staticflickr.com/8822/17310764391_9b07f6c0c5_o.jpg,"['Clock', 'Fashion accessory', 'Watch']",576,4b73da75049f4f84,1024,"[{'word': '12', 'bounding_box': {'top_left_x': 0.4453125, 'top_left_y': 0.2361111111111111, 'width': 0.0984375, 'height': 0.09166666666666666, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'LUMINOR', 'bounding_box': {'top_left_x': 0.471875, 'top_left_y': 0.3527777777777778, 'width': 0.090625, 'height': 0.019444444444444445, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'PANERA', 'bounding_box': {'top_left_x': 0.4703125, 'top_left_y': 0.37777777777777777, 'width': 0.0875, 'height': 0.025, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '1000', 'bounding_box': {'top_left_x': 0.496875, 'top_left_y': 0.4027777777777778, 'width': 0.0453125, 'height': 0.025, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '|59111|||l', 'bounding_box': {'top_left_x': 0.35625, 'top_left_y': 0.3638888888888889, 'width': 0.146875, 'height': 0.03611111111111111, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'Greng', 'bounding_box': {'top_left_x': 0.5296875, 'top_left_y': 0.5444444444444444, 'width': 0.0375, 'height': 0.022222222222222223, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'eaomer', 'bounding_box': {'top_left_x': 0.471875, 'top_left_y': 0.5888888888888889, 'width': 0.0453125, 'height': 0.013888888888888888, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '0', 'bounding_box': {'top_left_x': 0.3796875, 'top_left_y': 0.6277777777777778, 'width': 0.0125, 'height': 0.019444444444444445, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'LI301', 'bounding_box': {'top_left_x': 0.471875, 'top_left_y': 0.7555555555555555, 'width': 0.078125, 'height': 0.04722222222222222, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '29', 'bounding_box': {'top_left_x': 0.784375, 'top_left_y': 0.8583333333333333, 'width': 0.028125, 'height': 0.041666666666666664, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '04', 'bounding_box': {'top_left_x': 0.828125, 'top_left_y': 0.8583333333333333, 'width': 0.0296875, 'height': 0.041666666666666664, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '2015', 'bounding_box': {'top_left_x': 0.875, 'top_left_y': 0.8583333333333333, 'width': 0.0578125, 'height': 0.041666666666666664, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}]","['12', 'LUMINOR', 'PANERA', '1000', '|59111|||l', 'Greng', 'eaomer', '0', 'LI301', '29', '04', '2015']",what number does the seconds hand point too on the watch face?,33745,"['what', 'number', 'does', 'the', 'seconds', 'hand', 'point', 'too', 'on', 'the', 'watch', 'face']",train
33746,"['29 degrees celcius', '29 celsius', '29 celcius ', '29', '29 deg c', '29 degrees', '29c', '29 c', '29c', '29 degrees c']",https://c7.staticflickr.com/1/347/18491975542_990ac185b8_z.jpg,https://c3.staticflickr.com/1/347/18491975542_a21a56531e_o.jpg,"['Mobile phone', 'Watch']",680,401fe2536b5d05fa,1024,"[{'word': '8.41', 'bounding_box': {'top_left_x': 0.46635367762128327, 'top_left_y': 0.3788235294117647, 'width': 0.07668231611893583, 'height': 0.047058823529411764, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '16:30-18:00', 'bounding_box': {'top_left_x': 0.4225352112676056, 'top_left_y': 0.5129411764705882, 'width': 0.11424100156494522, 'height': 0.018823529411764704, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'Engineer', 'bounding_box': {'top_left_x': 0.4350547730829421, 'top_left_y': 0.5411764705882353, 'width': 0.0782472613458529, 'height': 0.023529411764705882, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'Weekly', 'bounding_box': {'top_left_x': 0.5242566510172144, 'top_left_y': 0.48, 'width': 0.06259780907668232, 'height': 0.023529411764705882, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'Meeting', 'bounding_box': {'top_left_x': 0.4491392801251956, 'top_left_y': 0.5670588235294117, 'width': 0.07355242566510173, 'height': 0.02588235294117647, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '29°C', 'bounding_box': {'top_left_x': 0.47417840375586856, 'top_left_y': 0.6352941176470588, 'width': 0.053208137715179966, 'height': 0.02823529411764706, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '100', 'bounding_box': {'top_left_x': 0.6197183098591549, 'top_left_y': 0.5364705882352941, 'width': 0.023474178403755867, 'height': 0.01411764705882353, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}]","['8.41', '16:30-18:00', 'Engineer', 'Weekly', 'Meeting', '29°C', '100']",what temperature is shown here?,33746,"['what', 'temperature', 'is', 'shown', 'here']",train
