,answers,flickr_300k_url,flickr_original_url,image_classes,image_height,image_id,image_width,ocr_info,ocr_tokens,question,question_id,question_tokens,set_name
24222,"['chocolate', 'no ties ', 'ties', 'all star game', 'ties', 'no ties please!', 'ties', 'ties', 'ties', 'ties']",https://c1.staticflickr.com/9/8026/7545545918_d22053edf8_z.jpg,https://farm6.staticflickr.com/8026/7545545918_ae9d639933_o.jpg,"['Person', 'Clothing', 'Footwear', 'Sports uniform']",1024,eeea40c4f3ae9e85,1024,"[{'word': 'MLB', 'bounding_box': {'top_left_x': 0.46568627450980393, 'top_left_y': 0.17320261437908496, 'width': 0.08496732026143791, 'height': 0.0196078431372549, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'ALL', 'bounding_box': {'top_left_x': 0.39215686274509803, 'top_left_y': 0.19281045751633988, 'width': 0.09313725490196079, 'height': 0.04411764705882353, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'STAR', 'bounding_box': {'top_left_x': 0.49673202614379086, 'top_left_y': 0.19444444444444445, 'width': 0.0915032679738562, 'height': 0.0457516339869281, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'GAME', 'bounding_box': {'top_left_x': 0.43300653594771243, 'top_left_y': 0.23529411764705882, 'width': 0.13398692810457516, 'height': 0.04084967320261438, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'TUESDAY', 'bounding_box': {'top_left_x': 0.4035947712418301, 'top_left_y': 0.34477124183006536, 'width': 0.1977124183006536, 'height': 0.03431372549019608, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '7:30', 'bounding_box': {'top_left_x': 0.37254901960784315, 'top_left_y': 0.3872549019607843, 'width': 0.09477124183006536, 'height': 0.026143790849673203, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'P.M.', 'bounding_box': {'top_left_x': 0.4852941176470588, 'top_left_y': 0.39052287581699346, 'width': 0.06699346405228758, 'height': 0.0196078431372549, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'ET', 'bounding_box': {'top_left_x': 0.5669934640522876, 'top_left_y': 0.38235294117647056, 'width': 0.06045751633986928, 'height': 0.032679738562091505, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'E', 'bounding_box': {'top_left_x': 0.8954248366013072, 'top_left_y': 0.3888888888888889, 'width': 0.05555555555555555, 'height': 0.06699346405228758, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'FOX', 'bounding_box': {'top_left_x': 0.42483660130718953, 'top_left_y': 0.42483660130718953, 'width': 0.15196078431372548, 'height': 0.06535947712418301, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'AMS', 'bounding_box': {'top_left_x': 0.05718954248366013, 'top_left_y': 0.4722222222222222, 'width': 0.1830065359477124, 'height': 0.09640522875816994, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'No', 'bounding_box': {'top_left_x': 0.25, 'top_left_y': 0.6405228758169934, 'width': 0.08333333333333333, 'height': 0.05065359477124183, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'Ties', 'bounding_box': {'top_left_x': 0.35947712418300654, 'top_left_y': 0.6372549019607843, 'width': 0.1323529411764706, 'height': 0.05228758169934641, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'Please!!', 'bounding_box': {'top_left_x': 0.5212418300653595, 'top_left_y': 0.6339869281045751, 'width': 0.26633986928104575, 'height': 0.06372549019607843, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}]","['MLB', 'ALL', 'STAR', 'GAME', 'TUESDAY', '7:30', 'P.M.', 'ET', 'E', 'FOX', 'AMS', 'No', 'Ties', 'Please!!']",what is the poster asking people not to wear?,24222,"['what', 'is', 'the', 'poster', 'asking', 'people', 'not', 'to', 'wear']",train
24223,"['bl', 'bl', 'bl', 'bl', 'its bl.', 'bl', 'bl', 'bl', 'bl', 'bl']",https://c4.staticflickr.com/6/5518/14061809534_c7f71c1fb6_z.jpg,https://farm8.staticflickr.com/5518/14061809534_bb3c426c02_o.jpg,"['Person', 'Man', 'Sports equipment', 'Sports uniform']",768,eeecd8f434343e37,1024,"[{'word': 'ルト', 'bounding_box': {'top_left_x': 0.65, 'top_left_y': 0.48125, 'width': 0.0578125, 'height': 0.052083333333333336, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'BL', 'bounding_box': {'top_left_x': 0.7109375, 'top_left_y': 0.48125, 'width': 0.0453125, 'height': 0.05625, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '整腸薬', 'bounding_box': {'top_left_x': 0.7875, 'top_left_y': 0.48333333333333334, 'width': 0.0671875, 'height': 0.05625, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}]","['ルト', 'BL', '整腸薬']",what two letters are in light blue?,24223,"['what', 'two', 'letters', 'are', 'in', 'light', 'blue']",train
24224,"['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']",https://c4.staticflickr.com/6/5518/14061809534_c7f71c1fb6_z.jpg,https://farm8.staticflickr.com/5518/14061809534_bb3c426c02_o.jpg,"['Person', 'Man', 'Sports equipment', 'Sports uniform']",768,eeecd8f434343e37,1024,"[{'word': 'ルト', 'bounding_box': {'top_left_x': 0.65, 'top_left_y': 0.48125, 'width': 0.0578125, 'height': 0.052083333333333336, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'BL', 'bounding_box': {'top_left_x': 0.7109375, 'top_left_y': 0.48125, 'width': 0.0453125, 'height': 0.05625, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '整腸薬', 'bounding_box': {'top_left_x': 0.7875, 'top_left_y': 0.48333333333333334, 'width': 0.0671875, 'height': 0.05625, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}]","['ルト', 'BL', '整腸薬']",what number is on the player closest to the umpire?,24224,"['what', 'number', 'is', 'on', 'the', 'player', 'closest', 'to', 'the', 'umpire']",train
24225,"['fantastic', 'fan tastic', 'fantastic', 'fantastic', 'fantastic', 'fantastic', 'fantastic', 'fantastic', 'fantastic', 'fantastic']",https://c4.staticflickr.com/4/3764/10596892246_6b94215d84_z.jpg,https://farm2.staticflickr.com/3764/10596892246_615422a650_o.jpg,"['Person', 'Poster', 'Man', 'Clothing', 'Human face', 'Sports uniform']",1024,ef0550bc74e9c8d1,683,"[{'word': 'EAN', 'bounding_box': {'top_left_x': 0.31381733021077285, 'top_left_y': 0.0578125, 'width': 0.21311475409836064, 'height': 0.06875, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'Cinema', 'bounding_box': {'top_left_x': 0.00468384074941452, 'top_left_y': 0.13125, 'width': 0.18032786885245902, 'height': 0.04375, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '4KTASTIC', 'bounding_box': {'top_left_x': 0.20140515222482436, 'top_left_y': 0.1203125, 'width': 0.297423887587822, 'height': 0.04375, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'FEST', 'bounding_box': {'top_left_x': 0.3255269320843091, 'top_left_y': 0.146875, 'width': 0.2154566744730679, 'height': 0.0640625, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'Shine', 'bounding_box': {'top_left_x': 0.7236533957845434, 'top_left_y': 0.0828125, 'width': 0.26697892271662765, 'height': 0.0921875, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'BEERS', 'bounding_box': {'top_left_x': 0.8126463700234192, 'top_left_y': 0.1609375, 'width': 0.14754098360655737, 'height': 0.015625, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'AN', 'bounding_box': {'top_left_x': 0.00234192037470726, 'top_left_y': 0.2921875, 'width': 0.10070257611241218, 'height': 0.078125, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'EST', 'bounding_box': {'top_left_x': 0.00234192037470726, 'top_left_y': 0.390625, 'width': 0.117096018735363, 'height': 0.06875, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'FAN', 'bounding_box': {'top_left_x': 0.7587822014051522, 'top_left_y': 0.271875, 'width': 0.23185011709601874, 'height': 0.0703125, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'TASTIC', 'bounding_box': {'top_left_x': 0.7681498829039812, 'top_left_y': 0.3265625, 'width': 0.20374707259953162, 'height': 0.0546875, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'FEST', 'bounding_box': {'top_left_x': 0.775175644028103, 'top_left_y': 0.3671875, 'width': 0.21779859484777517, 'height': 0.065625, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'TMOVIES', 'bounding_box': {'top_left_x': 0.0234192037470726, 'top_left_y': 0.5953125, 'width': 0.15690866510538642, 'height': 0.0296875, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'RED', 'bounding_box': {'top_left_x': 0.08196721311475409, 'top_left_y': 0.6328125, 'width': 0.0585480093676815, 'height': 0.0234375, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '-ANDA', 'bounding_box': {'top_left_x': 0.7517564402810304, 'top_left_y': 0.5765625, 'width': 0.2154566744730679, 'height': 0.0375, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}]","['EAN', 'Cinema', '4KTASTIC', 'FEST', 'Shine', 'BEERS', 'AN', 'EST', 'FAN', 'TASTIC', 'FEST', 'TMOVIES', 'RED', '-ANDA']",what kind of fest?,24225,"['what', 'kind', 'of', 'fest']",train
24226,"['shiner beers', 'shiner beers', 'shiner beers', 'shine beers', 'shiner beer', 'shiner', 'shiner beers', 'shiner', 'shiners beers', 'shine beers']",https://c4.staticflickr.com/4/3764/10596892246_6b94215d84_z.jpg,https://farm2.staticflickr.com/3764/10596892246_615422a650_o.jpg,"['Person', 'Poster', 'Man', 'Clothing', 'Human face', 'Sports uniform']",1024,ef0550bc74e9c8d1,683,"[{'word': 'EAN', 'bounding_box': {'top_left_x': 0.31381733021077285, 'top_left_y': 0.0578125, 'width': 0.21311475409836064, 'height': 0.06875, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'Cinema', 'bounding_box': {'top_left_x': 0.00468384074941452, 'top_left_y': 0.13125, 'width': 0.18032786885245902, 'height': 0.04375, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '4KTASTIC', 'bounding_box': {'top_left_x': 0.20140515222482436, 'top_left_y': 0.1203125, 'width': 0.297423887587822, 'height': 0.04375, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'FEST', 'bounding_box': {'top_left_x': 0.3255269320843091, 'top_left_y': 0.146875, 'width': 0.2154566744730679, 'height': 0.0640625, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'Shine', 'bounding_box': {'top_left_x': 0.7236533957845434, 'top_left_y': 0.0828125, 'width': 0.26697892271662765, 'height': 0.0921875, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'BEERS', 'bounding_box': {'top_left_x': 0.8126463700234192, 'top_left_y': 0.1609375, 'width': 0.14754098360655737, 'height': 0.015625, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'AN', 'bounding_box': {'top_left_x': 0.00234192037470726, 'top_left_y': 0.2921875, 'width': 0.10070257611241218, 'height': 0.078125, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'EST', 'bounding_box': {'top_left_x': 0.00234192037470726, 'top_left_y': 0.390625, 'width': 0.117096018735363, 'height': 0.06875, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'FAN', 'bounding_box': {'top_left_x': 0.7587822014051522, 'top_left_y': 0.271875, 'width': 0.23185011709601874, 'height': 0.0703125, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'TASTIC', 'bounding_box': {'top_left_x': 0.7681498829039812, 'top_left_y': 0.3265625, 'width': 0.20374707259953162, 'height': 0.0546875, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'FEST', 'bounding_box': {'top_left_x': 0.775175644028103, 'top_left_y': 0.3671875, 'width': 0.21779859484777517, 'height': 0.065625, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'TMOVIES', 'bounding_box': {'top_left_x': 0.0234192037470726, 'top_left_y': 0.5953125, 'width': 0.15690866510538642, 'height': 0.0296875, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'RED', 'bounding_box': {'top_left_x': 0.08196721311475409, 'top_left_y': 0.6328125, 'width': 0.0585480093676815, 'height': 0.0234375, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '-ANDA', 'bounding_box': {'top_left_x': 0.7517564402810304, 'top_left_y': 0.5765625, 'width': 0.2154566744730679, 'height': 0.0375, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}]","['EAN', 'Cinema', '4KTASTIC', 'FEST', 'Shine', 'BEERS', 'AN', 'EST', 'FAN', 'TASTIC', 'FEST', 'TMOVIES', 'RED', '-ANDA']",what type of beverage company is a sponsor?,24226,"['what', 'type', 'of', 'beverage', 'company', 'is', 'a', 'sponsor']",train
24227,"['pp', 'pp', 'pp', 'pp', 'pp', 'pp', 'pp', 'pp', 'pp', 'pp']",https://c1.staticflickr.com/8/7294/10848471065_7d996d06e4_z.jpg,https://farm6.staticflickr.com/7294/10848471065_a82cb64129_o.jpg,"['Person', 'Woman', 'Human hair', 'Human head', 'Girl', 'Clothing', 'Human face', 'Sports uniform']",628,ef3834244bc0a1e5,1024,"[{'word': '188', 'bounding_box': {'top_left_x': 0.809076682316119, 'top_left_y': 0.5637755102040817, 'width': 0.0782472613458529, 'height': 0.11479591836734694, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '191', 'bounding_box': {'top_left_x': 0.622848200312989, 'top_left_y': 0.673469387755102, 'width': 0.11580594679186229, 'height': 0.11479591836734694, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'TYSA', 'bounding_box': {'top_left_x': 0.4757433489827856, 'top_left_y': 0.6428571428571429, 'width': 0.0406885758998435, 'height': 0.017857142857142856, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'NYSAB', 'bounding_box': {'top_left_x': 0.2644757433489828, 'top_left_y': 0.6760204081632653, 'width': 0.06103286384976526, 'height': 0.017857142857142856, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'NYSAIS', 'bounding_box': {'top_left_x': 0.6588419405320813, 'top_left_y': 0.6326530612244898, 'width': 0.06416275430359937, 'height': 0.02295918367346939, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '132', 'bounding_box': {'top_left_x': 0.4303599374021909, 'top_left_y': 0.6836734693877551, 'width': 0.12363067292644757, 'height': 0.07908163265306123, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '189', 'bounding_box': {'top_left_x': 0.22065727699530516, 'top_left_y': 0.7270408163265306, 'width': 0.12050078247261346, 'height': 0.11479591836734694, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'EPRO', 'bounding_box': {'top_left_x': 0.8403755868544601, 'top_left_y': 0.7372448979591837, 'width': 0.03912363067292645, 'height': 0.02295918367346939, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'NI', 'bounding_box': {'top_left_x': 0.8967136150234741, 'top_left_y': 0.7448979591836735, 'width': 0.018779342723004695, 'height': 0.02040816326530612, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '2ascs', 'bounding_box': {'top_left_x': 0.7762128325508607, 'top_left_y': 0.8010204081632653, 'width': 0.03912363067292645, 'height': 0.015306122448979591, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'ass', 'bounding_box': {'top_left_x': 0.5774647887323944, 'top_left_y': 0.8545918367346939, 'width': 0.03599374021909233, 'height': 0.012755102040816327, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}]","['188', '191', 'TYSA', 'NYSAB', 'NYSAIS', '132', '189', 'EPRO', 'NI', '2ascs', 'ass']",what are the letters on the front of the girl's uniforms?,24227,"['what', 'are', 'the', 'letters', 'on', 'the', 'front', 'of', 'the', 'girl', ""'"", 's', 'uniforms']",train
24228,"['188', '188', '188', '188', '188', '188', '188', '188', '188', '188']",https://c1.staticflickr.com/8/7294/10848471065_7d996d06e4_z.jpg,https://farm6.staticflickr.com/7294/10848471065_a82cb64129_o.jpg,"['Person', 'Woman', 'Human hair', 'Human head', 'Girl', 'Clothing', 'Human face', 'Sports uniform']",628,ef3834244bc0a1e5,1024,"[{'word': '188', 'bounding_box': {'top_left_x': 0.809076682316119, 'top_left_y': 0.5637755102040817, 'width': 0.0782472613458529, 'height': 0.11479591836734694, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '191', 'bounding_box': {'top_left_x': 0.622848200312989, 'top_left_y': 0.673469387755102, 'width': 0.11580594679186229, 'height': 0.11479591836734694, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'TYSA', 'bounding_box': {'top_left_x': 0.4757433489827856, 'top_left_y': 0.6428571428571429, 'width': 0.0406885758998435, 'height': 0.017857142857142856, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'NYSAB', 'bounding_box': {'top_left_x': 0.2644757433489828, 'top_left_y': 0.6760204081632653, 'width': 0.06103286384976526, 'height': 0.017857142857142856, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'NYSAIS', 'bounding_box': {'top_left_x': 0.6588419405320813, 'top_left_y': 0.6326530612244898, 'width': 0.06416275430359937, 'height': 0.02295918367346939, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '132', 'bounding_box': {'top_left_x': 0.4303599374021909, 'top_left_y': 0.6836734693877551, 'width': 0.12363067292644757, 'height': 0.07908163265306123, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '189', 'bounding_box': {'top_left_x': 0.22065727699530516, 'top_left_y': 0.7270408163265306, 'width': 0.12050078247261346, 'height': 0.11479591836734694, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'EPRO', 'bounding_box': {'top_left_x': 0.8403755868544601, 'top_left_y': 0.7372448979591837, 'width': 0.03912363067292645, 'height': 0.02295918367346939, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'NI', 'bounding_box': {'top_left_x': 0.8967136150234741, 'top_left_y': 0.7448979591836735, 'width': 0.018779342723004695, 'height': 0.02040816326530612, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '2ascs', 'bounding_box': {'top_left_x': 0.7762128325508607, 'top_left_y': 0.8010204081632653, 'width': 0.03912363067292645, 'height': 0.015306122448979591, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'ass', 'bounding_box': {'top_left_x': 0.5774647887323944, 'top_left_y': 0.8545918367346939, 'width': 0.03599374021909233, 'height': 0.012755102040816327, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}]","['188', '191', 'TYSA', 'NYSAB', 'NYSAIS', '132', '189', 'EPRO', 'NI', '2ascs', 'ass']",what is the number of the girl on the right?,24228,"['what', 'is', 'the', 'number', 'of', 'the', 'girl', 'on', 'the', 'right']",train
24229,"['texas', 'texas', 'texas', 'texas rangers ', 'texas', 'texas', 'texas', 'texas', 'xas', 'texas']",https://c2.staticflickr.com/8/7653/16677366547_5635488ae9_z.jpg,https://farm1.staticflickr.com/7653/16677366547_9e7b154e66_o.jpg,"['Boy', 'Person', 'Baseball glove', 'Man', 'Sports equipment', 'Footwear', 'Sports uniform']",683,ef883e2ff387b020,1024,"[{'word': 'XAS', 'bounding_box': {'top_left_x': 0.478125, 'top_left_y': 0.43559718969555034, 'width': 0.0515625, 'height': 0.03747072599531616, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}]",['XAS'],what team does he pitcher play for?,24229,"['what', 'team', 'does', 'he', 'pitcher', 'play', 'for']",train
24230,"['tucker', 'tucker', 'tucker', 'tucker', 'tucker', 'tucker', 'tucker', 'tucker', 'tucker', 'tucker ']",https://c5.staticflickr.com/2/1414/959378329_63665034e0_z.jpg,https://c7.staticflickr.com/2/1414/959378329_f0d670b5e6_o.jpg,"['Glove', 'Boy', 'Person', 'Baseball bat', 'Baseball glove', 'Man', 'Sports equipment', 'Footwear', 'Sports uniform']",676,ef91e2203e0caeee,1024,"[{'word': 'SAR', 'bounding_box': {'top_left_x': 0.203125, 'top_left_y': 0.0851063829787234, 'width': 0.0515625, 'height': 0.07092198581560284, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'SUREA', 'bounding_box': {'top_left_x': 0.2890625, 'top_left_y': 0.08747044917257683, 'width': 0.090625, 'height': 0.07092198581560284, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': ""MICHIGAN'S"", 'bounding_box': {'top_left_x': 0.446875, 'top_left_y': 0.12293144208037825, 'width': 0.228125, 'height': 0.07092198581560284, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'INSUN', 'bounding_box': {'top_left_x': 0.6890625, 'top_left_y': 0.15130023640661938, 'width': 0.1375, 'height': 0.07092198581560284, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'NG', 'bounding_box': {'top_left_x': 0.853125, 'top_left_y': 0.16548463356973994, 'width': 0.046875, 'height': 0.07092198581560284, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'CO', 'bounding_box': {'top_left_x': 0.9578125, 'top_left_y': 0.1773049645390071, 'width': 0.040625, 'height': 0.07092198581560284, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'AvCHEP', 'bounding_box': {'top_left_x': 0.2265625, 'top_left_y': 0.37115839243498816, 'width': 0.0953125, 'height': 0.06855791962174941, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '18', 'bounding_box': {'top_left_x': 0.2046875, 'top_left_y': 0.408983451536643, 'width': 0.0921875, 'height': 0.1182033096926714, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}]","['SAR', 'SUREA', ""MICHIGAN'S"", 'INSUN', 'NG', 'CO', 'AvCHEP', '18']",what is the player's name holding the bat?,24230,"['what', 'is', 'the', 'player', ""'"", 's', 'name', 'holding', 'the', 'bat']",train
24231,"['28.09.2014', 'serafin', '28.09.2014', '28.09.2014', '28.09.2014', '28.09.2014', '28 09 2014', '28 09 2014', '28.09.2014', '28.09.2014']",https://c6.staticflickr.com/6/5616/15297274917_76afdd088f_z.jpg,https://c1.staticflickr.com/6/5616/15297274917_2ce3a8e3f3_o.jpg,"['Person', 'Table', 'Clothing', 'Footwear', 'Sports uniform']",680,efb1bd4760641448,1024,"[{'word': 'MAIS', 'bounding_box': {'top_left_x': 0.5109375, 'top_left_y': 0.24705882352941178, 'width': 0.040625, 'height': 0.021176470588235293, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'IMPACTO', 'bounding_box': {'top_left_x': 0.48125, 'top_left_y': 0.26823529411764707, 'width': 0.075, 'height': 0.021176470588235293, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'SERAFIN', 'bounding_box': {'top_left_x': 0.6671875, 'top_left_y': 0.2847058823529412, 'width': 0.190625, 'height': 0.05411764705882353, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'CAÇA', 'bounding_box': {'top_left_x': 0.7234375, 'top_left_y': 0.34823529411764703, 'width': 0.0296875, 'height': 0.01647058823529412, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'E', 'bounding_box': {'top_left_x': 0.7578125, 'top_left_y': 0.34823529411764703, 'width': 0.00625, 'height': 0.01411764705882353, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'PESCA', 'bounding_box': {'top_left_x': 0.7703125, 'top_left_y': 0.3458823529411765, 'width': 0.0421875, 'height': 0.01647058823529412, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'CBC', 'bounding_box': {'top_left_x': 0.728125, 'top_left_y': 0.40705882352941175, 'width': 0.034375, 'height': 0.01647058823529412, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': 'BDITO', 'bounding_box': {'top_left_x': 0.665625, 'top_left_y': 0.4117647058823529, 'width': 0.03125, 'height': 0.009411764705882352, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '65.14', 'bounding_box': {'top_left_x': 0.715625, 'top_left_y': 0.5529411764705883, 'width': 0.0359375, 'height': 0.01411764705882353, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}, {'word': '28.09.2014', 'bounding_box': {'top_left_x': 0.7390625, 'top_left_y': 0.8988235294117647, 'width': 0.1625, 'height': 0.04470588235294118, 'rotation': 0, 'yaw': 0, 'roll': 0, 'pitch': 0}}]","['MAIS', 'IMPACTO', 'SERAFIN', 'CAÇA', 'E', 'PESCA', 'CBC', 'BDITO', '65.14', '28.09.2014']",what is the timestamp of the picture?,24231,"['what', 'is', 'the', 'timestamp', 'of', 'the', 'picture']",train
